Constituency Code,Constituency,選區,Candidate Number,Name of Candidate,候選人姓名,No. of Votes Received,Result
P16,Old Market & Serenity,舊墟及太湖,3,LEUNG MING KWONG,梁明光,186,0
P16,Old Market & Serenity,舊墟及太湖,4,CHEUNG KWOK WAI,張國慧,1696,1
P17,Hong Lok Yuen,康樂園,,TANG YAU FAT,鄧友發,0,2
P18,Shuen Wan,船灣,1,LO SAM SHING,盧三勝,1042,0
P18,Shuen Wan,船灣,2,LAU CHEE SING,劉志成,1362,1
P18,Shuen Wan,船灣,3,WONG WAI TONG RAYMOND,黃惠棠,144,0
P19,Sai Kung North,西貢北,1,HO TAI WAI DAVID,何大偉,1404,1
P19,Sai Kung North,西貢北,2,LI YIU BAN,李耀斌,710,0
Q01,Sai Kung Central,西貢市中心,,NG SZE FUK,吳仕福,0,2
Q02,Pak Sha Wan,白沙灣,,HIEW MOO SIEW,邱戊秀,0,2
Q03,Sai Kung Islands,西貢離島,1,CHEUNG KWOK HUNG,張國雄,357,0
Q03,Sai Kung Islands,西貢離島,2,LI KA LEUNG PHILIP,李家良,935,1
Q04,Hang Hau East,坑口東,,LAU WAI CHEUNG PETER,劉偉章,0,2
Q05,Hang Hau West,坑口西,,YAU YUK LUN,邱玉麟,0,2
Q06,Po Kwan,寶軍,1,NG SHUET SHAN,吳雪山,1623,1
Q06,Po Kwan,寶軍,2,YU HON LUN,余漢倫,934,0
Q06,Po Kwan,寶軍,3,TSE CHING FUNG,謝正楓,1148,0
Q07,Wai Do,維都,,CHAN KAI WAI,陳繼偉,0,2
Q08,Kin Shin,健善,1,LEE CHUN HO,李鎮浩,482,0
Q08,Kin Shin,健善,2,WONG PING HUNG ADAM,黃炳雄,136,0
Q08,Kin Shin,健善,3,LEUNG LI,梁里,3096,1
Q08,Kin Shin,健善,4,WONG YAN KET,黃恩琪,125,0
Q09,Choi Kin,彩健,1,YU KAI CHUN,余啟津,747,0
Q09,Choi Kin,彩健,2,HO MAN KIT RAYMOND,何民傑,2467,1
Q10,O Tong,澳唐,1,LO TIM MAN HIM,盧文謙,923,0
Q10,O Tong,澳唐,2,CHEUNG KWOK KEUNG,張國強,2197,1
Q11,Fu Kwan,富君,1,LUI KIM HO,呂劍豪,873,0
Q11,Fu Kwan,富君,2,LAM CHUN KA,林俊嘉,522,0
Q11,Fu Kwan,富君,3,LUK PING CHOI,陸平才,1836,1
Q12,Nam On,南安,1,CHAU YIN MING FRANCIS,周賢明,3117,1
Q12,Nam On,南安,2,CHAN SHU KUEN TIMOTHY,陳樹權,812,0
Q13,Hong King,康景,1,LAM SIU CHUNG FRANKIE,林少忠,2531,1
Q13,Hong King,康景,2,LEUNG LOK SUM,梁樂深,1742,0
Q14,Tsui Lam,翠林,1,SHEK CHI KEUNG,石志强,1220,0
Q14,Tsui Lam,翠林,2,TAM LANNY,譚領律,3133,1
Q15,Po Lam,寶林,1,AU NING FAT ALFRED,區能發,2373,1
Q15,Po Lam,寶林,2,CHAN PING HANG,陳秉衡,872,0
Q16,Yan Ying,欣英,1,CHUNG KAM LUN,鍾錦麟,2221,1
Q16,Yan Ying,欣英,2,WONG MAN KIT SUNNY,王文傑,1728,0
Q16,Yan Ying,欣英,3,CHEUNG MAN KIT,張民傑,266,0
Q17,Wan Hang,運亨,1,HAU LAI YING,侯勵英,1010,0
Q17,Wan Hang,運亨,2,FAN GARY KWOK WAI,范國威,3014,1
Q18,King Lam,景林,1,KI LAI MEI,祁麗媚,2281,0
Q18,King Lam,景林,2,LAM WING YIN,林咏然,2687,1
Q19,Hau Tak,厚德,1,CHUNG EN SHIUH,鍾恩緒,1706,0
Q19,Hau Tak,厚德,2,LING MAN HOI,凌文海,2260,1
Q20,Fu Nam,富藍,,CHAN KWOK KAI,陳國旗,0,2
Q21,Tak Ming,德明,1,WAN YUET CHEUNG,溫悅昌,2522,1
Q21,Tak Ming,德明,2,CHEUNG BO HOP JERSEY,張寶合,1244,0
Q22,Sheung Tak,尚德,1,KAN SIU KEI,簡兆祺,1883,1
Q22,Sheung Tak,尚德,2,TSUI CHUNG CHI,崔宗智,41,0
Q22,Sheung Tak,尚德,3,YIP CHUN KEUNG,葉振強,1545,0
Q22,Sheung Tak,尚德,4,MAK TSZ HEI,麥子熙,1004,0
Q22,Sheung Tak,尚德,5,LUK WAI MAN,陸惠民,650,0
Q22,Sheung Tak,尚德,6,WONG FAI,黃輝,348,0
Q23,Kwong Ming,廣明,1,CHAN YIN CHU,陳艷珠,16,0
Q23,Kwong Ming,廣明,2,CHAN TONG WING,陳堂榮,265,0
Q23,Kwong Ming,廣明,3,SHI HAU KIT SIMON,舒孝傑,334,0
Q23,Kwong Ming,廣明,4,YUE VIRGINIA,虞瑋倩,192,0
Q23,Kwong Ming,廣明,5,CHONG YUEN TUNG,莊元苳,2493,1
Q23,Kwong Ming,廣明,6,OR YIU LAM RICKY,柯耀林,1212,0
Q24,Wan Po,環保,1,CHEUNG CHI TUNG,張志董,239,0
Q24,Wan Po,環保,2,TSUI YUN YUNG TERRY,徐潤容,169,0
Q24,Wan Po,環保,3,FONG KWOK SHAN CHRISTINE,方國珊,2885,1
R01,Sha Tin Town Centre,沙田市中心,1,TSANG KAM CHUEN KEN,曾錦銓,1521,0
R01,Sha Tin Town Centre,沙田市中心,2,WAI HING CHEUNG,衞慶祥,1978,1
R02,Lek Yuen,瀝源,1,WONG HO MING,黃浩銘,967,0
R02,Lek Yuen,瀝源,2,WONG YUE HON,黃宇翰,1382,1
R03,Wo Che Estate,禾輋邨,,YUE SHIN MAN ANNA,余倩雯,0,2
R04,City One,第一城,1,TONG KA WAH RONNY,湯家驊,1582,0
R04,City One,第一城,2,WONG KA WING,黃嘉榮,3060,1
R05,Yue Shing,愉城,1,CHIN WAI KIN,錢偉健,743,0
R05,Yue Shing,愉城,2,LAU TAI SANG,劉帶生,448,0
R05,Yue Shing,愉城,3,LEUNG KA FAI,梁家輝,2455,1
R06,Wong Uk,王屋,,LEUNG CHI WAI,梁志偉,0,2
R07,Sha Kok,沙角,1,YEUNG SIN HUNG,楊倩紅,2425,1
R07,Sha Kok,沙角,2,CHEUNG TAK WING,張德榮,844,0
R08,Pok Hong,博康,1,CHAN KWOK TIM,陳國添,2781,1
R08,Pok Hong,博康,2,PANG SIU YING,彭少英,1504,0
R09,Jat Min,乙明,1,LAM HONG WAH,林康華,2049,0
R09,Jat Min,乙明,2,YAU MAN CHUN,丘文俊,2296,1
R10,Chun Fung,秦豐,1,CHAN NOK HANG,陳諾恒,2285,1
R10,Chun Fung,秦豐,2,LEUNG CHI KIN,梁志堅,1513,0
R11,Sun Tin Wai,新田圍,1,CHEUNG KWOK WO,張國和,1309,0
R11,Sun Tin Wai,新田圍,2,CHING CHEUNG YING,程張迎,2317,1
R12,Chui Tin,翠田,1,WONG CHAK PIU PHILIP,黃澤標,1723,1
R12,Chui Tin,翠田,2,MA YU SANG,馬愉生,1153,0
R13,Hin Ka,顯嘉,1,MOK WAI HUNG,莫偉雄,1758,0
R13,Hin Ka,顯嘉,2,LAM CHUNG YAN,林松茵,2612,1
R14,Lower Shing Mun,下城門,,HO HAU CHEUNG,何厚祥,0,2
R15,Keng Hau,徑口,1,WONG KA SEK,黃嘉錫,1855,0
R15,Keng Hau,徑口,2,NG KAM HUNG,吳錦雄,1873,1
R16,Tin Sum,田心,1,LAU KONG WAH,劉江華,1612,1
R16,Tin Sum,田心,2,SUEN TSAN PUI,孫燦培,521,0
R17,Chui Ka,翠嘉,1,LI SAI HUNG,李世鴻,1519,0
R17,Chui Ka,翠嘉,2,LEE KAM MING,李錦明,1801,1
R18,Tai Wai,大圍,1,LEUNG WING HUNG,梁永雄,2921,0
R18,Tai Wai,大圍,2,TUNG KIN LEI,董健莉,3302,1
R19,Chung Tin,松田,1,TANG WING CHEONG,鄧永昌,1636,1
R19,Chung Tin,松田,2,LEE YUEN KAM,李源錦,1058,0
R20,Sui Wo,穗禾,1,PANG YUK YING,彭玉英,781,0
R20,Sui Wo,穗禾,2,PANG CHEUNG WAI THOMAS,彭長緯,1950,1
R20,Sui Wo,穗禾,3,LI SUI HA,李瑞霞,317,0
R21,Fo Tan,火炭,1,PONG SCARLETT OI LAN,龐愛蘭,1640,1
R21,Fo Tan,火炭,2,CHAN TAK CHEUNG,陳德章,522,0
R21,Fo Tan,火炭,3,LIU HUAN YEE PORINDA,廖韻兒,295,0
R22,Chun Ma,駿馬,,SIU HIN HONG,蕭顯航,0,2
R23,Chung On,頌安,1,QUAT ELIZABETH,葛珮帆,2455,1
R23,Chung On,頌安,2,LAU KA YEE,劉家儀,1721,0
R24,Kam To,錦濤,1,TAM HIN CHUNG,譚顯宗,323,0
R24,Kam To,錦濤,2,YEUNG MAN YUI,楊文銳,2104,1
R24,Kam To,錦濤,3,YAU YUET WAH DONNA,游月華,1730,0
R25,Ma On Shan Town Centre,馬鞍山市中心,1,TSOI YIU CHEONG RICHARD,蔡耀昌,1421,0
R25,Ma On Shan Town Centre,馬鞍山市中心,2,LEE CHI WING ALVIN,李子榮,2180,1
R26,Lee On,利安,1,LO TAI SUEN ADA,羅棣萱,2361,0
R26,Lee On,利安,2,MAK YUN PUI,麥潤培,2680,1
R27,Fu Lung,富龍,,LAW KWONG KEUNG,羅光強,0,2
R28,Kam Ying,錦英,1,TONG PO CHUN,湯寶珍,3134,1
R28,Kam Ying,錦英,2,WONG KWOK HUNG,黃國雄,982,0
R29,Yiu On,耀安,1,CHU KIN KONG WILLSON,朱建剛,67,0
R29,Yiu On,耀安,2,TING TSZ YUEN,丁士元,1621,0
R29,Yiu On,耀安,3,LI SAI WING,李世榮,3039,1
R29,Yiu On,耀安,4,HO SUK PING SHIRLEY,何淑萍,231,0
R30,Heng On,恒安,1,LEUNG YIU CHOI,梁耀才,1933,0
R30,Heng On,恒安,2,CHENG TSUK MAN,鄭則文,3573,1
R31,On Tai,鞍泰,1,YEUNG CHEUNG LI,楊祥利,2417,1
R31,On Tai,鞍泰,2,SO TAT LEUNG,蘇達良,457,0
R31,On Tai,鞍泰,3,CHOW WAI TUNG,周偉東,1499,0
R32,Tai Shui Hang,大水坑,1,CHEUNG CHI YIN,張子賢,1345,0
R32,Tai Shui Hang,大水坑,2,YUNG MING CHAU MICHAEL,容溟舟,2044,1
R32,Tai Shui Hang,大水坑,3,LAW YUET WAH,羅月華,766,0
R33,Yu Yan,愉欣,1,YIU KA CHUN,姚嘉俊,2737,1
R33,Yu Yan,愉欣,2,CHOW YIU HONG,周耀康,885,0
R34,Bik Woo,碧湖,1,WONG PING FAN,黃冰芬,2052,0
R34,Bik Woo,碧湖,2,LAU WAI LUN,劉偉倫,2186,1
R34,Bik Woo,碧湖,3,TSANG MAN YEE ELIZA,曾敏儀,629,0
R35,Kwong Hong,廣康,1,NG WAI LING,吳惠靈,1478,0
R35,Kwong Hong,廣康,2,CHENG CHO KWONG,鄭楚光,1808,1
R36,Kwong Yuen,廣源,,CHAN MAN KUEN,陳敏娟,0,2
S01,Kwai Hing,葵興,1,LEUNG CHI SHING,梁志成,2606,1
S01,Kwai Hing,葵興,2,CHAN CHI HANG,陳智恒,1944,0
S02,Kwai Shing East Estate,葵盛東邨,1,CHOW WAI HUNG RAYMAN,周偉雄,3469,1
S02,Kwai Shing East Estate,葵盛東邨,2,LAI FAN FONG,賴芬芳,1894,0
S03,Upper Tai Wo Hau,上大窩口,1,HUI KEI CHEUNG,許祺祥,2329,1
S03,Upper Tai Wo Hau,上大窩口,2,LOONG FEI WAN,龍飛雲,632,0
S04,Lower Tai Wo Hau,下大窩口,1,WONG BING KUEN,黃炳權,3010,1
S04,Lower Tai Wo Hau,下大窩口,2,TSUI SIU FAI,徐紹輝,1015,0
S05,Kwai Chung Estate North,葵涌邨北,1,NG HAI MING,吳開明,91,0
S05,Kwai Chung Estate North,葵涌邨北,2,LEUNG KAM WAI,梁錦威,1752,1
S05,Kwai Chung Estate North,葵涌邨北,3,WONG SIU KWAN,黃紹焜,843,0
S06,Kwai Chung Estate Central,葵涌邨中,1,NG YAM FUNG BENNY,吳任豐,573,0
S06,Kwai Chung Estate Central,葵涌邨中,2,WONG YUN TAT,黃潤達,1150,1
S06,Kwai Chung Estate Central,葵涌邨中,3,WONG FUNG CHUN,黃鳳珍,191,0
S07,Shek Yam,石蔭,1,WAN SIU KIN ANDREW,尹兆堅,2891,1
S07,Shek Yam,石蔭,2,WONG HO YAN,黃可欣,1700,0
S08,On Yam,安蔭,1,LEUNG TSZ WING DENNIS,梁子穎,2768,1
S08,On Yam,安蔭,2,LEUNG WING KUEN,梁永權,1838,0
S09,Shek Lei Extension,新石籬,1,CHAN KA LOK,陳嘉樂,152,0
S09,Shek Lei Extension,新石籬,2,LEE TSZ KING DOMINIC,李梓敬,2629,0
S09,Shek Lei Extension,新石籬,3,LEUNG KWOK WAH,梁國華,2960,1
S10,Shek Lei,石籬,1,LAM SIU FAI,林紹輝,2228,1
S10,Shek Lei,石籬,2,LIU MING KIN,劉明堅,1291,0
S10,Shek Lei,石籬,3,LAW KA KEI,羅家麒,86,0
S11,Tai Pak Tin,大白田,1,TSUI SANG HUNG SAMMY,徐生雄,1650,1
S11,Tai Pak Tin,大白田,2,LUI HOK NANG,呂學能,1488,0
S11,Tai Pak Tin,大白田,3,TSANG HANG MONG,曾幸旺,166,0
S12,Kwai Fong,葵芳,1,LEUNG YIU CHUNG,梁耀忠,3944,1
S12,Kwai Fong,葵芳,2,CHAN WING LAI EDDIE,陳榮禮,387,0
S13,Wah Lai,華麗,,WONG YIU CHUNG,黃耀聰,0,2
S14,Lai Wah,荔華,1,CHAN CHI CHUEN RAYMOND,陳志全,333,0
S14,Lai Wah,荔華,2,LEE WING TAT,李永達,1582,0
S14,Lai Wah,荔華,3,CHU LAI LING,朱麗玲,1923,1
S15,Cho Yiu,祖堯,1,LO WAI LAN,盧慧蘭,1535,1
S15,Cho Yiu,祖堯,2,LAI MING WAI ABBY,黎名橞,1118,0
S16,Hing Fong,興芳,1,NG KIM SING,吳劍昇,2143,1
S16,Hing Fong,興芳,2,LEUNG KAR MING,梁嘉銘,2026,0
S17,Lai King,荔景,,CHOW YICK HAY,周奕希,0,2
S18,Kwai Shing West Estate,葵盛西邨,1,LAU MEI LO,劉美璐,3239,1
S18,Kwai Shing West Estate,葵盛西邨,2,LEUNG YUK FUNG,梁玉鳳,1379,0
S19,On Ho,安灝,1,TAM WAI CHUN,譚惠珍,2536,1
S19,On Ho,安灝,2,HO CHI WAI,何志偉,1395,0
S20,Wai Ying,偉盈,1,KOO MAN HON,古文翰,1242,0
S20,Wai Ying,偉盈,2,MAK MEI KUEN ALICE,麥美娟,2404,1
S21,Tsing Yi Estate,青衣邨,1,CHAN SIU MAN SIMON,陳笑文,2594,1
S21,Tsing Yi Estate,青衣邨,2,POON CHI NAM,潘志南,1398,0
S22,Greenfield,翠怡,1,WONG SUET YING,王雪盈,1650,0
S22,Greenfield,翠怡,2,CHEUNG WAI CHING CLARICE,張慧晶,2548,1
S23,Cheung Ching,長青,1,TING YIN WAH,丁衍華,1450,0
S23,Cheung Ching,長青,2,LEE CHI KEUNG ALAN,李志強,2616,1
S24,Cheung Hong,長康,1,TSUI HIU KIT,徐曉杰,3782,1
S24,Cheung Hong,長康,2,LI MAY YING,李美英,611,0
S25,Shing Hong,盛康,1,TSOI YU LUNG,蔡雨龍,814,0
S25,Shing Hong,盛康,2,LEUNG WAI MAN,梁偉文,2405,1
S26,Tsing Yi South,青衣南,,POON CHI SHING,潘志成,0,2
S27,Cheung Hang,長亨,1,LAM LAP CHI,林立志,1828,1
S27,Cheung Hang,長亨,2,LAU PO KWAN,劉寶坤,97,0
S27,Cheung Hang,長亨,3,HA LUNG WAN,夏龍雲,308,0
S27,Cheung Hang,長亨,4,LUI KO WAI,雷可畏,1569,0
S28,Ching Fat,青發,1,CHAN YUE MAN,陳裕民,391,0
S28,Ching Fat,青發,2,POON SIU PING NANCY,潘小屏,2101,1
S28,Ching Fat,青發,3,LAU CHI KIT,劉子傑,1817,0
S29,Cheung On,長安,,LAW KING SHING,羅競成,0,2
T01,Lantau,大嶼山,1,WONG FUK KAN,黃福根,2526,1
T01,Lantau,大嶼山,2,MA SUET FAN,馬雪芬,756,0
T02,Yat Tung Estate North,逸東邨北,1,TANG KA PIU,鄧家彪,2691,1
T02,Yat Tung Estate North,逸東邨北,2,KWOK PING,郭平,1693,0
T03,Yat Tung Estate South,逸東邨南,1,LO KWONG SHING ANDY,老廣成,2192,1
T03,Yat Tung Estate South,逸東邨南,2,TSUI CHING KUEN,徐正權,818,0
T04,Tung Chung North,東涌北,1,LAM YUET,林悅,1509,1
T04,Tung Chung North,東涌北,2,TAM MAN HO JEREMY JANSEN,譚文豪,1177,0
T05,Tung Chung South,東涌南,1,CHAU CHUEN HEUNG,周轉香,2326,1
T05,Tung Chung South,東涌南,2,CHENG LAI YEE,鄭麗兒,1029,0
T06,Discovery Bay,愉景灣,1,YUNG WING SHEUNG AMY,容詠嫦,863,1
T06,Discovery Bay,愉景灣,2,LAU CHING WAI PETER,劉靖瑋,708,0
T07,Peng Chau & Hei Ling Chau,坪洲及喜靈洲,1,CHAN CHI LIN,陳智連,407,0
T07,Peng Chau & Hei Ling Chau,坪洲及喜靈洲,2,ON HING YING,安慶英,1177,1
T07,Peng Chau & Hei Ling Chau,坪洲及喜靈洲,3,MA CHUN TIM,馬鎮添,865,0
T08,Lamma & Po Toi,南丫及蒲台,1,YU LAI FAN,余麗芬,858,1
T08,Lamma & Po Toi,南丫及蒲台,2,WONG CHUN PONG,黃俊邦,391,0
T08,Lamma & Po Toi,南丫及蒲台,3,LAU PAUL,劉保祿,92,0
T09,Cheung Chau South,長洲南,1,LO WAN KAI RICO,盧雲佳,634,0
T09,Cheung Chau South,長洲南,2,KWONG KOON WAN,鄺官穩,1320,1
T09,Cheung Chau South,長洲南,3,SZE HOU MING STEPHEN,史鎬銘,34,0
T09,Cheung Chau South,長洲南,4,KWONG SAI LOI ANIL,鄺世來,376,0
T09,Cheung Chau South,長洲南,5,KWOK CHEUK KIN,郭卓堅,516,0
T10,Cheung Chau North,長洲北,,LEE KWAI CHUN,李桂珍,0,2
